Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address
03/18/2019,CADI,4D,,SIL,601U232,IL,701 N. Sacramento
03/18/2019,CADI,LL,TK,GRY,AD50490,IL,10300 S. Doty
03/18/2019,CHEV,2T,,RED,BH72830,IL,701 N. Sacramento
03/18/2019,CHEV,4D,,WHI,N809942,IL,10300 S. Doty
03/18/2019,CHEV,4D,,BLK,AT43915,IL,701 N. Sacramento
03/18/2019,CHEV,4D,,BLK,,,10300 S. Doty
03/18/2019,CHEV,4D,,RED,,IL,701 N. Sacramento
03/18/2019,CHEV,4D,,MAR,N498006,IL,701 N. Sacramento
03/18/2019,CHEV,LL,,WHI,E240585,IL,10300 S. Doty
03/18/2019,CHEV,LL,TK,GRN,462TTQ,IN,10300 S. Doty
03/18/2019,CHEV,LL,TK,GRY,AQ42869,IL,10300 S. Doty
03/18/2019,CHEV,LL,,RED,AX30686,IL,10300 S. Doty
03/18/2019,CHEV,LL,TK,BLK,621U606,IL,10300 S. Doty
03/18/2019,CHRY,2D,,LBL,,IL,10300 S. Doty
03/18/2019,CHRY,4D,,RED,598U596,IL,701 N. Sacramento
03/18/2019,CHRY,4D,,SIL,BE39816,IL,10300 S. Doty
03/18/2019,DODG,4D,,BLK,BF18594,IL,701 N. Sacramento
03/18/2019,DODG,LL,,GRN,GWE785,IA,701 N. Sacramento
03/18/2019,DODG,LL,,SIL,BB15203,IL,10300 S. Doty
03/18/2019,FORD,4D,,TAN,AX93541,IL,701 N. Sacramento
03/18/2019,FORD,4D,,SIL,AP42734,IL,10300 S. Doty
03/18/2019,FORD,LL,TK,BLK,AH32904,IL,701 N. Sacramento
03/18/2019,HOND,2D,,RED,AT17346,IL,701 N. Sacramento
03/18/2019,HOND,4D,,WHI,HQH438,IL,701 N. Sacramento
03/18/2019,HOND,VN,,GRN,BA72666,IL,701 N. Sacramento
03/18/2019,HYUN,4D,,GRY,V270746,IL,10300 S. Doty
03/18/2019,INFI,4D,,WHI,,IL,10300 S. Doty
03/18/2019,JEEP,LL,TK,BLU,9137753,IL,701 N. Sacramento
03/18/2019,LEXS,4D,,BLK,489U223,IL,10300 S. Doty
03/18/2019,LEXS,4D,,BLK,,IL,701 N. Sacramento
03/18/2019,MAZD,4D,,SIL,AW35229,IL,701 N. Sacramento
03/18/2019,MAZD,LL,,GRY,BG74505,IL,701 N. Sacramento
03/18/2019,MERC,LL,TK,RED,AP71696,IL,701 N. Sacramento
03/18/2019,MERZ,4D,,BLK,,,10300 S. Doty
03/18/2019,NISS,2T,,SIL,,,10300 S. Doty
03/18/2019,NISS,4D,,BLU,,IL,10300 S. Doty
03/18/2019,NISS,4D,,YEL,ADZ9668,WI,10300 S. Doty
03/18/2019,NISS,4D,,BLU,Q876524,IL,701 N. Sacramento
03/18/2019,NISS,LL,,BLU,Q932337,IL,701 N. Sacramento
03/18/2019,PONT,4D,,GRY,BA59631,IL,400 E. Lower Wacker
03/18/2019,PONT,4D,,WHI,AQ41754,IL,701 N. Sacramento
03/18/2019,PONT,VN,,TAN,V137702,IL,701 N. Sacramento
03/18/2019,SATR,4D,,GRN,BB24174,IL,10300 S. Doty
03/18/2019,SUZI,LL,TK,BLK,AU92032,IL,10300 S. Doty
03/18/2019,SUZI,LL,,WHI,630U554,IL,10300 S. Doty
03/18/2019,TOYT,LL,TK,RED,Q770108,IL,10300 S. Doty
03/18/2019,VOLK,4D,,BLK,V533526,IL,10300 S. Doty
03/17/2019,ACUR,2D,,BLU,,IL,701 N. Sacramento
03/17/2019,AUDI,SW,,GRY,,IL,701 N. Sacramento
03/17/2019,BMW,4D,,BLK,BC79272,IL,701 N. Sacramento
03/17/2019,BMW,4D,,BLK,AX95694,IL,701 N. Sacramento
03/17/2019,BUIC,4D,,BLU,BB18253,IL,701 N. Sacramento
03/17/2019,BUIC,4D,,BLK,AT18607,IL,701 N. Sacramento
03/17/2019,BUIC,4T,,BLU,AQ70446,IL,701 N. Sacramento
03/17/2019,CADI,LL,,SIL,XA6N3S,MO,10300 S. Doty
03/17/2019,CHEV,2D,,SIL,E435580,IL,701 N. Sacramento
03/17/2019,CHEV,2D,,BLK,531U934,IL,10300 S. Doty
03/17/2019,CHEV,4D,,GRY,596U548,IL,10300 S. Doty
03/17/2019,CHEV,4D,,BLK,501U187,IL,10300 S. Doty
03/17/2019,CHEV,4D,,RED,AX33926,IL,10300 S. Doty
03/17/2019,CHEV,LL,,BLK,533842,IL,701 N. Sacramento
03/17/2019,CHEV,LL,TK,BLK,BH97454,IL,10300 S. Doty
03/17/2019,CHEV,LL,,GLD,S362114,IL,10300 S. Doty
03/17/2019,CHEV,VC,,GRY,AS76448,IL,701 N. Sacramento
03/17/2019,CHRY,4D,,SIL,AL51438,IL,701 N. Sacramento
03/17/2019,DODG,4D,,BLK,,IL,10300 S. Doty
03/17/2019,DODG,4T,,SIL,AN69871,IL,701 N. Sacramento
03/17/2019,DODG,LL,,GRY,AW16551,IL,701 N. Sacramento
03/17/2019,DODG,VN,,WHI,,IL,10300 S. Doty
03/17/2019,FORD,4D,,GRY,,IL,10300 S. Doty
03/17/2019,FORD,4D,,GRY,K305775,IN,10300 S. Doty
03/17/2019,FORD,4D,,GRY,AS72989,IL,10300 S. Doty
03/17/2019,FORD,4D,,SIL,AG23660,IL,10300 S. Doty
03/17/2019,FORD,LL,,WHI,ZX80463,IL,701 N. Sacramento
03/17/2019,FORD,LL,,WHI,V272493,IL,701 N. Sacramento
03/17/2019,FORD,LL,,BLK,ZU68756,IL,701 N. Sacramento
03/17/2019,FORD,VN,,WHI,,IL,701 N. Sacramento
03/17/2019,GMC,DP,,WHI,,,10300 S. Doty
03/17/2019,HOND,2D,,BLU,,IL,701 N. Sacramento
03/17/2019,HOND,4D,,SIL,AK58063,IL,701 N. Sacramento
03/17/2019,HOND,4D,,BLU,AX48271,IL,701 N. Sacramento
03/17/2019,HOND,4D,,WHI,DSZ5172,IL,701 N. Sacramento
03/17/2019,HOND,VN,,SIL,Q923495,IL,701 N. Sacramento
03/17/2019,HYUN,4D,,SIL,BA75984,IL,10300 S. Doty
03/17/2019,JAG,4D,,SIL,AJ82998,IL,701 N. Sacramento
03/17/2019,JEEP,LL,,SIL,Q149746,IL,701 N. Sacramento
03/17/2019,JEEP,LL,,BRZ,908QBD,IN,701 N. Sacramento
03/17/2019,KIA,4D,,BLK,,IL,701 N. Sacramento
03/17/2019,KIA,LL,,WHI,,IL,10300 S. Doty
03/17/2019,LEXS,4D,,SIL,Z725024,IL,10300 S. Doty
03/17/2019,LEXS,4D,,BLK,ZX28719,IL,10300 S. Doty
03/17/2019,LINC,LL,,BLK,ZV88901,IL,701 N. Sacramento
03/17/2019,MAZD,4D,,SIL,BA90044,IL,701 N. Sacramento
03/17/2019,MAZD,4D,,GRY,540U814,IL,701 N. Sacramento
03/17/2019,MITS,4D,,WHI,AB21606,IL,701 N. Sacramento
03/17/2019,NISS,4D,,BLK,BIN862,CO,10300 S. Doty
03/17/2019,NISS,4D,,WHI,BE97624,IL,701 N. Sacramento
03/17/2019,NISS,4D,,GRY,BH52271,IL,10300 S. Doty
03/17/2019,NISS,4D,,BLK,AQ71840,IL,701 N. Sacramento
03/17/2019,NISS,4D,,BLU,,IL,10300 S. Doty
03/17/2019,NISS,4D,,GRN,AQ42919,IL,701 N. Sacramento
03/17/2019,NISS,4D,,BLK,Z748272,IL,701 N. Sacramento
03/17/2019,NISS,4T,,SIL,Q777472,IL,701 N. Sacramento
03/17/2019,NISS,LL,,SIL,AD55654,IL,10300 S. Doty
03/17/2019,NISS,LL,,SIL,AD59668,IL,10300 S. Doty
03/17/2019,OLDS,4D,,WHI,AL87393,IL,701 N. Sacramento
03/17/2019,PONT,4D,,SIL,Q206095,IL,10300 S. Doty
03/17/2019,VOLK,4D,,GRY,BA69302,IL,10300 S. Doty
03/17/2019,VOLK,4D,,SIL,004VYF,KY,10300 S. Doty
03/16/2019,BUIC,4D,,SIL,,IL,10300 S. Doty
03/16/2019,BUIC,4D,,GLD,832XFC,WI,701 N. Sacramento
03/16/2019,BUIC,4D,,SIL,AQ13433,IL,701 N. Sacramento
03/16/2019,BUIC,4T,,BRZ,BB23836,IL,701 N. Sacramento
03/16/2019,BUIC,LL,,GRY,K297261,IN,701 N. Sacramento
03/16/2019,CHEV,2D,,SIL,,IL,10300 S. Doty
03/16/2019,CHEV,2D,,SIL,BB35375,IL,10300 S. Doty
03/16/2019,CHEV,4D,,SIL,Q822925,IL,10300 S. Doty
03/16/2019,CHEV,4D,,SIL,Q315408,IL,701 N. Sacramento
03/16/2019,CHEV,4D,,COM,,IL,10300 S. Doty
03/16/2019,CHEV,4D,,RED,K250752,IL,10300 S. Doty
03/16/2019,CHEV,4D,,BLK,30078U7,TX,10300 S. Doty
03/16/2019,CHEV,4T,,BLK,AW3526,IL,701 N. Sacramento
03/16/2019,CHEV,4T,,BLK,N124222,IL,701 N. Sacramento
03/16/2019,CHEV,LL,,BGE,BE18268,IL,701 N. Sacramento
03/16/2019,CHEV,VN,,WHI,AW29352,IL,10300 S. Doty
03/16/2019,CHEV,VN,,WHI,1846227B,IL,10300 S. Doty
03/16/2019,CHRY,4D,,DBL,,,701 N. Sacramento
03/16/2019,CHRY,4D,,BLK,AX91842,IL,10300 S. Doty
03/16/2019,CHRY,VN,,GRY,,IL,10300 S. Doty
03/16/2019,CHRY,VN,,BLU,593047,IL,10300 S. Doty
03/16/2019,DODG,LL,,SIL,,IL,10300 S. Doty
03/16/2019,DODG,LL,,BLK,ZU45047,IL,10300 S. Doty
03/16/2019,DODG,VN,,BLU,Y721434,IL,10300 S. Doty
03/16/2019,DODG,VN,,MAR,P861014,IL,701 N. Sacramento
03/16/2019,DODG,VN,,RED,510663,IL,701 N. Sacramento
03/16/2019,FORD,LL,,GRY,BE17902,IL,10300 S. Doty
03/16/2019,FORD,LL,,WHI,5LLY67,MI,701 N. Sacramento
03/16/2019,GMC,2D,,GRY,2479414B,IL,701 N. Sacramento
03/16/2019,GMC,LL,,WHI,,,701 N. Sacramento
03/16/2019,GMC,VN,,GRY,BA40948,IL,701 N. Sacramento
03/16/2019,HOND,2D,,SIL,AG30462,IL,701 N. Sacramento
03/16/2019,HOND,4D,,GRN,BE77964,IL,701 N. Sacramento
03/16/2019,HOND,4D,,BLU,Z251539,IL,701 N. Sacramento
03/16/2019,HOND,4D,,SIL,Q322864,IL,701 N. Sacramento
03/16/2019,HOND,4T,,RED,P484177,IL,701 N. Sacramento
03/16/2019,HOND,SW,,BLK,BF51384,IL,701 N. Sacramento
03/16/2019,HOND,VN,,GRY,AQ53345,IL,10300 S. Doty
03/16/2019,HYUN,4D,,WHI,BB16271,IL,10300 S. Doty
03/16/2019,HYUN,4D,,TAN,,IL,10300 S. Doty
03/16/2019,HYUN,4D,,SIL,AS76289,IL,701 N. Sacramento
03/16/2019,HYUN,LL,,WHI,Y969028,IL,701 N. Sacramento
03/16/2019,INFI,4D,,BLK,530U835,IL,701 N. Sacramento
03/16/2019,INFI,4T,,SIL,AQ73876,IL,701 N. Sacramento
03/16/2019,JEEP,LL,,WHI,AV18407,IL,701 N. Sacramento
03/16/2019,KIA,LL,TK,WHI,569U332,IL,701 N. Sacramento
03/16/2019,LAND,LL,,DGR,,IL,10300 S. Doty
03/16/2019,LEXS,4D,,BLK,4416670,IL,701 N. Sacramento
03/16/2019,LINC,4D,,TAN,Z565006,IL,701 N. Sacramento
03/16/2019,MAZD,4D,,SIL,AE26687,IL,10300 S. Doty
03/16/2019,MAZD,4D,,BLK,BG23439,IL,10300 S. Doty
03/16/2019,MERC,4D,,RED,,,10300 S. Doty
03/16/2019,MITS,4D,,BLK,616U003,IL,701 N. Sacramento
03/16/2019,NISS,4D,,SIL,BEARDV,IL,701 N. Sacramento
03/16/2019,NISS,LL,,WHI,AF73636,IL,701 N. Sacramento
03/16/2019,OLDS,4D,,MAR,AQ49789,IL,701 N. Sacramento
03/16/2019,PONT,4D,,BLK,CLJ310,OK,701 N. Sacramento
03/16/2019,ROV,LL,,SIL,E857437,IL,701 N. Sacramento
03/16/2019,SATR,4D,,SIL,K090030,IN,10300 S. Doty
03/16/2019,SATR,4D,,SIL,AD55389,IL,10300 S. Doty
03/16/2019,SATU,4T,,BLU,BB16668,IL,701 N. Sacramento
03/16/2019,TOYT,4D,,WHI,504TDV,IN,701 N. Sacramento
03/16/2019,TOYT,4D,,WHI,HKX028,IA,10300 S. Doty
03/16/2019,TOYT,4D,,MAR,561303,IL,701 N. Sacramento
03/16/2019,TOYT,4D,,RED,G278536,IL,701 N. Sacramento
03/16/2019,TOYT,4D,,GRN,AX98463,IL,701 N. Sacramento
03/16/2019,TOYT,4T,,WHI,H926687,IL,701 N. Sacramento
03/16/2019,TOYT,4T,,GRY,Z672871,IL,10300 S. Doty
03/15/2019,AUDI,4D,,GRY,C4219V,WI,701 N. Sacramento
03/15/2019,BUIC,4D,,PLE,576904,IL,10300 S. Doty
03/15/2019,BUIC,4D,,SIL,AP49734,IL,10300 S. Doty
03/15/2019,BUIC,LL,,RED,163U541,IL,10300 S. Doty
03/15/2019,CADI,4D,,GRY,N529194,IL,701 N. Sacramento
03/15/2019,CADI,LL,,GRY,BB59569,IL,701 N. Sacramento
03/15/2019,CHEV,2D,,BLK,,IL,701 N. Sacramento
03/15/2019,CHEV,4D,,GRY,L465057,IL,701 N. Sacramento
03/15/2019,CHEV,4D,,WHI,,IL,10300 S. Doty
03/15/2019,CHEV,4D,,TAN,BB26604,IL,10300 S. Doty
03/15/2019,CHEV,4D,,BLK,2168762,IL,10300 S. Doty
03/15/2019,CHEV,4D,,TAN,Z992106,IL,10300 S. Doty
03/15/2019,CHEV,4D,,BRO,AK78300,IL,10300 S. Doty
03/15/2019,CHEV,4D,,BLK,BE83880,IL,701 N. Sacramento
03/15/2019,CHEV,4D,,BGE,BG55456,IL,701 N. Sacramento
03/15/2019,CHEV,4D,,BLK,959131,IL,701 N. Sacramento
03/15/2019,CHEV,LL,TK,BLK,,IL,701 N. Sacramento
03/15/2019,CHEV,LL,,BLK,Z633862,IL,701 N. Sacramento
03/15/2019,CHEV,LL,,BLU,34726YB,IL,10300 S. Doty
03/15/2019,CHEV,VN,,BRO,AD70454,IL,701 N. Sacramento
03/15/2019,CHRY,4D,,GRY,AD13326,IL,10300 S. Doty
03/15/2019,CHRY,VN,TK,SIL,,IL,10300 S. Doty
03/15/2019,CHRY,VN,TK,GRY,Z294464,IL,701 N. Sacramento
03/15/2019,CHRY,VN,TK,DBL,BB94954,IL,10300 S. Doty
03/15/2019,DODG,4D,,WHI,E737543,IL,701 N. Sacramento
03/15/2019,DODG,LL,TK,BLK,BH39207,IL,10300 S. Doty
03/15/2019,DODG,LL,,BLK,,IL,10300 S. Doty
03/15/2019,FORD,2D,,SIL,Q796594,IL,10300 S. Doty
03/15/2019,FORD,4D,,WHI,458U732,IL,701 N. Sacramento
03/15/2019,FORD,LL,,WHI,370ZR,IL,701 N. Sacramento
03/15/2019,GMC,LL,,TAN,AL19646,IL,701 N. Sacramento
03/15/2019,HOND,4D,,GRN,AW29744,IL,701 N. Sacramento
03/15/2019,HOND,4D,,WHI,,IL,701 N. Sacramento
03/15/2019,HOND,LL,,BLK,Q990849,IL,701 N. Sacramento
03/15/2019,HYUN,4T,,GRY,,IL,701 N. Sacramento
03/15/2019,KIA,LL,,SIL,AHT253,IN,701 N. Sacramento
03/15/2019,LINC,4D,,GRY,,IL,10300 S. Doty
03/15/2019,MAZD,VN,TK,SIL,310431,IL,10300 S. Doty
03/15/2019,MERC,2D,,SIL,N916723,IL,701 N. Sacramento
03/15/2019,MERZ,4D,,BLK,,IL,10300 S. Doty
03/15/2019,NISS,4D,,BLK,BF14516,IL,10300 S. Doty
03/15/2019,NISS,4D,,SIL,AN35185,IL,10300 S. Doty
03/15/2019,NISS,4D,,BLK,895162,IL,701 N. Sacramento
03/15/2019,NISS,4D,,WHI,Y828464,IL,701 N. Sacramento
03/15/2019,NISS,4D,,WHI,AZ73026,IL,701 N. Sacramento
03/15/2019,OLDS,4D,,GLD,Q613381,IL,701 N. Sacramento
03/15/2019,OLDS,4D,,TAN,BE22514,IL,701 N. Sacramento
03/15/2019,PONT,2D,,SIL,BF14935,IL,10300 S. Doty
03/15/2019,PONT,4D,,RED,Z696989,IL,701 N. Sacramento
03/15/2019,PONT,4D,,PLE,AR18921,IL,10300 S. Doty
03/15/2019,PONT,4D,,GRN,249006,IL,10300 S. Doty
03/15/2019,PONT,VN,TK,MAR,AV93721,IL,10300 S. Doty
03/15/2019,PORS,LL,,LBL,AW41794,IL,701 N. Sacramento
03/15/2019,SATR,4D,,SIL,,IL,701 N. Sacramento
03/15/2019,TOYT,2D,,RED,AT51609,IL,701 N. Sacramento
03/15/2019,TOYT,4D,,BLU,AZ82158,IL,10300 S. Doty
03/15/2019,TOYT,4D,,BLK,BE91999,IL,701 N. Sacramento
03/15/2019,TOYT,4D,,SIL,AEK7153,WI,10300 S. Doty
03/15/2019,VOLK,4D,,GRY,,IL,10300 S. Doty
03/14/2019,ACUR,2D,,RED,V321472,IL,10300 S. Doty
03/14/2019,ACUR,LL,,SIL,,,10300 S. Doty
03/14/2019,BMW,4D,,BLK,AG87641,IL,10300 S. Doty
03/14/2019,BUIC,4D,,WHI,,IL,701 N. Sacramento
03/14/2019,BUIC,4D,,WHI,V858623,IL,10300 S. Doty
03/14/2019,CADI,4D,,TAN,ZX87946,IL,701 N. Sacramento
03/14/2019,CADI,LL,,WHI,BB30188,IL,701 N. Sacramento
03/14/2019,CHEV,4D,,BLU,366977,IL,10300 S. Doty
03/14/2019,CHEV,4D,,WHI,AM29459,IL,10300 S. Doty
03/14/2019,CHEV,4D,,GRN,BE84892,IL,10300 S. Doty
03/14/2019,CHEV,4D,,GRY,,IL,701 N. Sacramento
03/14/2019,CHEV,4D,,BLU,E291998,IL,701 N. Sacramento
03/14/2019,CHEV,4T,,RED,ZV76803,IL,701 N. Sacramento
03/14/2019,CHEV,LL,,SIL,,IL,701 N. Sacramento
03/14/2019,CHEV,LL,,WHI,R405805,IL,701 N. Sacramento
03/14/2019,CHEV,LL,,GRN,AG60774,IL,701 N. Sacramento
03/14/2019,CHEV,LL,,SIL,Y765687,IL,701 N. Sacramento
03/14/2019,CHEV,VN,,BLU,L412357,IL,10300 S. Doty
03/14/2019,CHEV,VN,,RED,,,10300 S. Doty
03/14/2019,CHRY,4D,,SIL,BA33474,IL,701 N. Sacramento
03/14/2019,DODG,4D,,RED,587VAX,IN,10300 S. Doty
03/14/2019,DODG,4D,,LBL,AT57033,IL,701 N. Sacramento
03/14/2019,DODG,4D,,WHI,Z220416,IL,10300 S. Doty
03/14/2019,DODG,LL,,SIL,1HRJ24,MI,10300 S. Doty
03/14/2019,DODG,LL,,TAN,326291RV,IL,10300 S. Doty
03/14/2019,DODG,VN,,RED,Z677748,IL,701 N. Sacramento
03/14/2019,FORD,4D,,SIL,,IL,10300 S. Doty
03/14/2019,FORD,4D,,WHI,E337070,IL,10300 S. Doty
03/14/2019,FORD,4D,,SIL,657138,IL,10300 S. Doty
03/14/2019,FORD,LB,,BLK,X726788,IL,10300 S. Doty
03/14/2019,FORD,VN,,WHI,2088750B,IL,701 N. Sacramento
03/14/2019,GMC,LL,,MAR,BG36203,IL,10300 S. Doty
03/14/2019,GMC,LL,,BLU,,IL,10300 S. Doty
03/14/2019,GMC,LL,,DBL,AT52942,IL,701 N. Sacramento
03/14/2019,HOND,4D,,WHI,G5012B,WI,10300 S. Doty
03/14/2019,HOND,4D,,GRY,AM03095,IL,701 N. Sacramento
03/14/2019,HOND,4D,,BLU,ZZ26164,IL,10300 S. Doty
03/14/2019,HYUN,4D,,BLK,,IL,701 N. Sacramento
03/14/2019,HYUN,LL,,WHI,CRC199,MN,10300 S. Doty
03/14/2019,INFI,LL,,SIL,AR13166,IL,10300 S. Doty
03/14/2019,INFI,LL,,TAN,AQ48876,IL,701 N. Sacramento
03/14/2019,JEEP,LL,,SIL,,IL,701 N. Sacramento
03/14/2019,KIA,4D,,MAR,Z999356,IL,10300 S. Doty
03/14/2019,LINC,LL,,BLK,BE90536,IL,10300 S. Doty
03/14/2019,MAZD,4D,,BLK,,IL,701 N. Sacramento
03/14/2019,NISS,4D,,GRY,ZU36717,IL,10300 S. Doty
03/14/2019,NISS,4D,,BLK,698649,IL,10300 S. Doty
03/14/2019,NISS,4D,,BLK,588QDB,FL,701 N. Sacramento
03/14/2019,NISS,4D,,WHI,E902325,IL,400 E. Lower Wacker
03/14/2019,NISS,LL,,SIL,CP3A7V,MO,701 N. Sacramento
03/14/2019,NISS,LL,TK,GRY,,IL,701 N. Sacramento
03/14/2019,PONT,4D,,GRN,AS85833,IL,701 N. Sacramento
03/14/2019,PONT,4D,,DBL,213841,IL,10300 S. Doty
03/14/2019,PONT,4D,,TAN,Q458426,IL,10300 S. Doty
03/14/2019,PONT,4T,,BLU,AP37429,IL,10300 S. Doty
03/14/2019,PONT,LL,,SIL,,,10300 S. Doty
03/14/2019,SATR,4D,,RED,42956AP,IL,701 N. Sacramento
03/14/2019,SATR,4D,,SIL,AG59614,IL,10300 S. Doty
03/14/2019,SUBA,SW,,BLU,S152468,IL,701 N. Sacramento
03/14/2019,TOYT,4D,,BLU,,IL,10300 S. Doty
03/14/2019,TOYT,4D,,BGE,,IL,10300 S. Doty
03/14/2019,TOYT,4D,,LBL,E442970,IL,701 N. Sacramento
03/14/2019,TOYT,4T,,WHI,,IL,701 N. Sacramento
03/14/2019,TOYT,LL,,WHI,ZZ33250,IL,701 N. Sacramento
03/14/2019,VOLK,4D,,BLK,AP92978,IL,701 N. Sacramento
03/14/2019,VOLV,4D,,BLK,281U895,IL,701 N. Sacramento
03/14/2019,VOLV,4D,,SIL,AV88995,IL,10300 S. Doty
03/13/2019,ACUR,4D,,TAN,BD58140,IL,701 N. Sacramento
03/13/2019,ACUR,LL,,BLK,AX15193,IL,701 N. Sacramento
03/13/2019,BMW,LL,,SIL,AX19314,IL,701 N. Sacramento
03/13/2019,BUIC,4D,,TAN,AY78739,IL,701 N. Sacramento
03/13/2019,BUIC,4T,,MAR,LSB856,IL,701 N. Sacramento
03/13/2019,BUIC,LL,,TAN,AP70886,IL,10300 S. Doty
03/13/2019,BUIC,LL,,RED,298570,IL,10300 S. Doty
03/13/2019,CADI,4D,,TAN,475U436,IL,10300 S. Doty
03/13/2019,CADI,4D,,SIL,BE52328,IL,701 N. Sacramento
03/13/2019,CHEV,4D,,RED,,IL,10300 S. Doty
03/13/2019,CHEV,4D,,TAN,382NIM,IN,701 N. Sacramento
03/13/2019,CHEV,4D,,GRN,AX30882,IL,10300 S. Doty
03/13/2019,CHEV,4D,,TAN,,IL,10300 S. Doty
03/13/2019,CHEV,4D,,GRY,AM27770,IL,701 N. Sacramento
03/13/2019,CHEV,4D,,GRN,BB11516,IL,10300 S. Doty
03/13/2019,CHEV,4D,,SIL,Q618397,IL,10300 S. Doty
03/13/2019,CHEV,4D,,DBL,AV86696,IL,10300 S. Doty
03/13/2019,CHEV,LL,,RED,2984245,IL,701 N. Sacramento
03/13/2019,CHEV,VN,,SIL,,IL,10300 S. Doty
03/13/2019,CHEV,VN,,WHI,69383TB,IL,701 N. Sacramento
03/13/2019,CHRY,VN,TK,RED,,IL,10300 S. Doty
03/13/2019,CHRY,VN,TK,BLU,AN15331,IL,701 N. Sacramento
03/13/2019,DODG,PK,TK,BLK,2458701B,IL,10300 S. Doty
03/13/2019,DODG,PK,,GRY,1983670B,IL,10300 S. Doty
03/13/2019,FORD,4D,,WHI,,IL,10300 S. Doty
03/13/2019,FORD,4D,,SIL,,IL,10300 S. Doty
03/13/2019,FORD,LL,TK,WHI,BE20790,IL,701 N. Sacramento
03/13/2019,FORD,LL,,BRO,AT61644,IL,701 N. Sacramento
03/13/2019,FORD,LL,,GRY,DL6086,IL,701 N. Sacramento
03/13/2019,FORD,LL,,BLK,,IL,10300 S. Doty
03/13/2019,FORD,LL,,RED,V486970,IL,10300 S. Doty
03/13/2019,FORD,VN,,WHI,284758D,IL,701 N. Sacramento
03/13/2019,FORD,VN,,DBL,HRY1637,NY,701 N. Sacramento
03/13/2019,HOND,4D,,GRN,AH84002,IL,10300 S. Doty
03/13/2019,HOND,4D,,GRY,AX50809,IL,10300 S. Doty
03/13/2019,HYUN,4D,,BLK,Q390730,IL,10300 S. Doty
03/13/2019,HYUN,4D,,LAV,AY51243,IL,10300 S. Doty
03/13/2019,HYUN,4D,,GLD,,IL,10300 S. Doty
03/13/2019,HYUN,LL,TK,BLK,208U499,IL,10300 S. Doty
03/13/2019,JEEP,LL,,BLK,ZY51822,IL,10300 S. Doty
03/13/2019,JEEP,LL,,GRY,ZX22225,IL,10300 S. Doty
03/13/2019,JEEP,LL,,WHI,BB63285,IL,701 N. Sacramento
03/13/2019,JEEP,LL,,TAN,,IL,701 N. Sacramento
03/13/2019,LINC,4D,,BLK,,IL,701 N. Sacramento
03/13/2019,LINC,4D,,BGE,AL54814,IL,701 N. Sacramento
03/13/2019,MAZD,PK,,TAN,2473896B,IL,701 N. Sacramento
03/13/2019,MERC,4D,,WHI,ZV88821,IL,701 N. Sacramento
03/13/2019,MERC,4D,,GRN,,,10300 S. Doty
03/13/2019,MERZ,4D,,WHI,BA30541,IL,701 N. Sacramento
03/13/2019,MITS,LL,,BLK,6953510,IL,701 N. Sacramento
03/13/2019,NISS,4D,,GRY,L833608,IL,701 N. Sacramento
03/13/2019,NISS,4D,,COM,AP14198,IL,10300 S. Doty
03/13/2019,NISS,4D,,GRY,BA59060,IL,701 N. Sacramento
03/13/2019,NISS,4D,,BLK,FP63561,IL,701 N. Sacramento
03/13/2019,NISS,4T,,GRY,H582461,IL,701 N. Sacramento
03/13/2019,NISS,4T,,SIL,FFS3231,NC,10300 S. Doty
03/13/2019,NISS,LL,,WHI,AE78260,IL,701 N. Sacramento
03/13/2019,PONT,2D,,BLK,288251,IL,701 N. Sacramento
03/13/2019,PONT,4D,,BLK,,IL,10300 S. Doty
03/13/2019,PONT,4T,,SIL,Z731780,IL,10300 S. Doty
03/13/2019,PONT,LL,,WHI,,IL,701 N. Sacramento
03/13/2019,TOYT,4D,,SIL,AW17421,IL,10300 S. Doty
03/13/2019,TOYT,4D,,BLU,640U501,IL,701 N. Sacramento
03/13/2019,TOYT,4D,,WHI,260NKJ,KY,701 N. Sacramento
03/13/2019,TOYT,VN,TK,BLU,AV90969,IL,10300 S. Doty
03/13/2019,VOLK,4D,,TAN,AU20900,IL,10300 S. Doty
03/13/2019,VOLK,SW,,GLD,P199618,IL,701 N. Sacramento
03/13/2019,,MC,,GRN,,,701 N. Sacramento
03/12/2019,ACUR,2D,,BLK,490U241,IL,10300 S. Doty
03/12/2019,BUIC,4D,,BLK,,IL,10300 S. Doty
03/12/2019,BUIC,4D,,GRN,BE17210,IL,701 N. Sacramento
03/12/2019,BUIC,4D,,GRN,BG74487,IL,701 N. Sacramento
03/12/2019,CADI,4D,,GLD,BA68201,IL,10300 S. Doty
03/12/2019,CADI,4D,,SIL,AU89403,IL,701 N. Sacramento
03/12/2019,CHEV,2D,,BLU,AE29969,IL,10300 S. Doty
03/12/2019,CHEV,2D,,BLU,590U199,IL,10300 S. Doty
03/12/2019,CHEV,2D,,WHI,BB30997,IL,10300 S. Doty
03/12/2019,CHEV,4D,,WHI,AT77060,IL,10300 S. Doty
03/12/2019,CHEV,4D,,BLU,AT83700,IL,701 N. Sacramento
03/12/2019,CHEV,LL,TK,BLK,,IL,701 N. Sacramento
03/12/2019,CHEV,LL,,GRY,AL15446,IL,701 N. Sacramento
03/12/2019,CHEV,VN,,DBL,,IL,701 N. Sacramento
03/12/2019,CHEV,VN,,WHI,5585946,IL,701 N. Sacramento
